"card_id","date","sport","match","competition","governing_body","rulebook_or_playing_conditions","settlement_convention","market_group","rank","option","stated_probability_bucket","stated_probability","frequency_count_base","projection_band","line_or_threshold","result","win_loss_push","top_pick_loss","bottom_pick_win","top_half_sweep_exemption","penalty_applied","ruleset_error","availability_or_eligibility_error","settlement_convention_error","source_status_error","projection_error","rank_slot_calibration_error","settlement_source","phase_source","notes","form_delta_verdict","form_anchor_window","press_signal_class","press_signal_quote_logged","press_signal_direction_hypothesis","press_signal_outcome","officials_named","officials_source_timestamp","officials_impact_note","source_confidence_score","source_disagreement_note","similar_condition_form","role_replacement_bench_verdict","style_fit_note","volatility_stability_note","prediction_triggers"
"SOC-WC2026-20260619-SUI-BIH","2026-06-19","Soccer/FIFA World Cup","Switzerland vs Bosnia-Herzegovina","FIFA World Cup 2026 Group B","FIFA","FIFA Laws of the Game / World Cup group stage","Regulation 90 minutes plus stoppage; no extra time or penalties in group stage","Self-selected regulation outcomes and fade outcomes","2","Switzerland team total Over 0.5 goals","70-79","0.77","Qualitative Guardian confirmed teams, ESPN/Fox event state, opener xG/shot context and weather model","Switzerland 1-0, 1-1, 2-0, 2-1; 5+ goals and Bosnia clean sheet are tails","SUI Over 0.5","Switzerland 4, Bosnia-Herzegovina 1; total 5; Switzerland 13 shots/7 SOT/62.3 pct possession, Bosnia 5 shots/3 SOT and 1 red card","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN soccer summary/scoreboard checked 2026-06-19 09:28 AEST","ESPN final team stats; full-time score only required for selected outcomes","Research-only, no odds. Group B second matchday; all teams entered on one point. Switzerland chance-creation edge vs Bosnia deep/counter/set-piece plan. Bottom two are low-likelihood fade outcomes by design, not recommended positive plays. Rank note: Swiss 26-shot/large chance opener plus Embolo/Ndoye/Rieder/Xhaka supply makes a Swiss goal likely. Settled: Switzerland scored four; team total over won.","Swiss territorial/chance edge but finishing risk; Bosnia compact/set-piece live","World Cup opener plus confirmed teams","S4 confirmed lineup/tactical live-blog read","FALSE","Swiss possession/chance volume should produce at least one goal; Bosnia clean sheet and Bosnia win are lower-probability paths","partly refuted: Swiss scoring/fade correct, hard Under 4.5 ceiling wrong","UNKNOWN at cutoff; ESPN summary did not expose officials","Guardian/ESPN/Fox opened 2026-06-19 04:54-05:00 AEST","No referee card/penalty adjustment applied","4","Guardian lineups control teams; ESPN controls event state; Fox xG/team-stat opener snapshot used directionally; odds ignored","Switzerland drew Qatar 1-1 after high chance volume; Bosnia drew Canada 1-1 after leading until 78 minutes","SUI add Widmer/Rieder; BIH start Dzeko, Alajbegovic and Sunjic; Bosnia missing no posted starter from Guardian team sheet but plan depends on Dzeko/set pieces","Swiss 4-3-3 possession and Xhaka/Rieder supply vs Bosnia 4-4-2 deep block, Dzeko/Demirovic counters and set pieces","Soccer confidence capped; low-score draw is live; bottom slot is a fade outcome with real but low upset/clean-sheet paths","Early Swiss goal strengthens Under 4.5 and Swiss win unless Bosnia chase opens game; early Bosnia set-piece goal turns 1-1/2-1 live and weakens Swiss-win confidence"
"SOC-WC2026-20260619-SUI-BIH","2026-06-19","Soccer/FIFA World Cup","Switzerland vs Bosnia-Herzegovina","FIFA World Cup 2026 Group B","FIFA","FIFA Laws of the Game / World Cup group stage","Regulation 90 minutes plus stoppage; no extra time or penalties in group stage","Self-selected regulation outcomes and fade outcomes","3","Bosnia-Herzegovina win in regulation","20-29","0.24","Qualitative Guardian confirmed teams, ESPN/Fox event state, opener xG/shot context and weather model","Switzerland 1-0, 1-1, 2-0, 2-1; 5+ goals and Bosnia clean sheet are tails","Bosnia win","Switzerland 4, Bosnia-Herzegovina 1; total 5; Switzerland 13 shots/7 SOT/62.3 pct possession, Bosnia 5 shots/3 SOT and 1 red card","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN soccer summary/scoreboard checked 2026-06-19 09:28 AEST","ESPN final team stats; full-time score only required for selected outcomes","Research-only, no odds. Group B second matchday; all teams entered on one point. Switzerland chance-creation edge vs Bosnia deep/counter/set-piece plan. Bottom two are low-likelihood fade outcomes by design, not recommended positive plays. Rank note: Low-likelihood fade outcome; possible via set piece/counter but less likely than Swiss control/draw. Settled: Bosnia win fade lost as expected.","Swiss territorial/chance edge but finishing risk; Bosnia compact/set-piece live","World Cup opener plus confirmed teams","S4 confirmed lineup/tactical live-blog read","FALSE","Swiss possession/chance volume should produce at least one goal; Bosnia clean sheet and Bosnia win are lower-probability paths","partly refuted: Swiss scoring/fade correct, hard Under 4.5 ceiling wrong","UNKNOWN at cutoff; ESPN summary did not expose officials","Guardian/ESPN/Fox opened 2026-06-19 04:54-05:00 AEST","No referee card/penalty adjustment applied","4","Guardian lineups control teams; ESPN controls event state; Fox xG/team-stat opener snapshot used directionally; odds ignored","Switzerland drew Qatar 1-1 after high chance volume; Bosnia drew Canada 1-1 after leading until 78 minutes","SUI add Widmer/Rieder; BIH start Dzeko, Alajbegovic and Sunjic; Bosnia missing no posted starter from Guardian team sheet but plan depends on Dzeko/set pieces","Swiss 4-3-3 possession and Xhaka/Rieder supply vs Bosnia 4-4-2 deep block, Dzeko/Demirovic counters and set pieces","Soccer confidence capped; low-score draw is live; bottom slot is a fade outcome with real but low upset/clean-sheet paths","Early Swiss goal strengthens Under 4.5 and Swiss win unless Bosnia chase opens game; early Bosnia set-piece goal turns 1-1/2-1 live and weakens Swiss-win confidence"
"SOC-WC2026-20260619-SUI-BIH","2026-06-19","Soccer/FIFA World Cup","Switzerland vs Bosnia-Herzegovina","FIFA World Cup 2026 Group B","FIFA","FIFA Laws of the Game / World Cup group stage","Regulation 90 minutes plus stoppage; no extra time or penalties in group stage","Self-selected regulation outcomes and fade outcomes","4","Bosnia-Herzegovina clean sheet / Switzerland fail to score","10-19","0.18","Qualitative Guardian confirmed teams, ESPN/Fox event state, opener xG/shot context and weather model","Switzerland 1-0, 1-1, 2-0, 2-1; 5+ goals and Bosnia clean sheet are tails","Bosnia clean sheet","Switzerland 4, Bosnia-Herzegovina 1; total 5; Switzerland 13 shots/7 SOT/62.3 pct possession, Bosnia 5 shots/3 SOT and 1 red card","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN soccer summary/scoreboard checked 2026-06-19 09:28 AEST","ESPN final team stats; full-time score only required for selected outcomes","Research-only, no odds. Group B second matchday; all teams entered on one point. Switzerland chance-creation edge vs Bosnia deep/counter/set-piece plan. Bottom two are low-likelihood fade outcomes by design, not recommended positive plays. Rank note: Least likely fade; requires Switzerland to waste volume again and Bosnia to defend the box perfectly. Settled: Bosnia clean-sheet bottom lost as expected; no bottom penalty.","Swiss territorial/chance edge but finishing risk; Bosnia compact/set-piece live","World Cup opener plus confirmed teams","S4 confirmed lineup/tactical live-blog read","FALSE","Swiss possession/chance volume should produce at least one goal; Bosnia clean sheet and Bosnia win are lower-probability paths","partly refuted: Swiss scoring/fade correct, hard Under 4.5 ceiling wrong","UNKNOWN at cutoff; ESPN summary did not expose officials","Guardian/ESPN/Fox opened 2026-06-19 04:54-05:00 AEST","No referee card/penalty adjustment applied","4","Guardian lineups control teams; ESPN controls event state; Fox xG/team-stat opener snapshot used directionally; odds ignored","Switzerland drew Qatar 1-1 after high chance volume; Bosnia drew Canada 1-1 after leading until 78 minutes","SUI add Widmer/Rieder; BIH start Dzeko, Alajbegovic and Sunjic; Bosnia missing no posted starter from Guardian team sheet but plan depends on Dzeko/set pieces","Swiss 4-3-3 possession and Xhaka/Rieder supply vs Bosnia 4-4-2 deep block, Dzeko/Demirovic counters and set pieces","Soccer confidence capped; low-score draw is live; bottom slot is a fade outcome with real but low upset/clean-sheet paths","Early Swiss goal strengthens Under 4.5 and Swiss win unless Bosnia chase opens game; early Bosnia set-piece goal turns 1-1/2-1 live and weakens Swiss-win confidence"
"WNBA-20260619-ATL-IND","2026-06-19","Basketball/WNBA","Atlanta Dream @ Indiana Fever","WNBA regular season","WNBA","WNBA 10-minute quarters / regular season","Full-game spread and total include OT; 1H total grades Q1+Q2 regulation only","Dream -1.5, Fever +1.5, full total 173.5, 1H total 85.5","1","Fever +1.5","60-69","0.63","ESPN scoreboard/summary, last-10 completed line scores, injury and posted-starter model; StatMuse opened but not reliably extractable","Indiana 86-82, 88-83; full total 166-174; 1H 82-88 volatile","IND +1.5","SETTLED FINAL: Atlanta Dream 108, Indiana Fever 101; quarters ATL 24-34-29-21, IND 29-20-29-23; total 209","L","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ESPN/WNBA final score checked 2026-06-19 AEST","ESPN/WNBA line score: ATL 24-34-29-21, IND 29-20-29-23","Research-only, no odds. Fever home form, 4-game win streak and Atlanta Brionna Jones absence drive Fever +1.5. Prior H2H IND 83-71 and Atlanta last-10 total/H1 bands support full under over full over. 1H options passed because phase pair is volatile/near coinflip. Rank note: Home 6-2, W4, star availability and Jones out make Fever cover/win the broadest path. Live carry update: Q2 9:36 ATL 24, IND 29; Fever +1.5 tracking, total pace high early, but no settlement yet. Settled: Atlanta won 108-101; prior H2H/under and Fever home lean were wrong. Over and Dream cover should not have been buried with current high-total paths live.","Indiana surging; Atlanta strong but frontcourt availability weakened","Last 10 completed games plus Jun 4 H2H and current injury report","S4 injury/posted starter signal","FALSE","Fever side and full under; avoid 1H extremes","Settled: injury/home signal over-weighted; Atlanta scoring depth and pace won","UNKNOWN at cutoff; ESPN did not expose WNBA crew","ESPN/WNBA checks 2026-06-19 09:28-09:30 AEST","No foul-rate/FT crew adjustment applied","4","WNBA.com JSON/injury PDF blocked; ESPN controls game state/injuries/leaders/line scores; StatMuse opened but script output not reliably parsed","IND beat ATL 83-71 on Jun 4; IND last 10 total avg 174.7/H1 83.6; ATL last 10 total avg 168.2/H1 81.2","ATL without Brionna Jones, Aaliyah Nye and Amy Okonkwo; IND only Hall/Pissott coach-decision outs; ESPN starters ATL Hillmon/Reese/Gray/Canada/Howard, IND Billings/Boston/Mitchell/Hull/Clark","Clark/Mitchell/Boston home offense vs Atlanta turnover/wing pressure; Jones absence lowers ATL interior depth and full-game scoring/rebounding stability","WNBA #4 acceptable historically but 1H pair volatile; bottom Dream -1.5 is structural side fade rather than exact complement","Late Clark/Mitchell/Boston scratch flips side; fast Q1 with both teams over 45 raises 1H/full over; Atlanta offensive rebounding without Jones failing supports under/Fever"
"WNBA-20260619-ATL-IND","2026-06-19","Basketball/WNBA","Atlanta Dream @ Indiana Fever","WNBA regular season","WNBA","WNBA 10-minute quarters / regular season","Full-game spread and total include OT; 1H total grades Q1+Q2 regulation only","Dream -1.5, Fever +1.5, full total 173.5, 1H total 85.5","2","Combined Total Under 173.5 points","50-59","0.57","ESPN scoreboard/summary, last-10 completed line scores, injury and posted-starter model; StatMuse opened but not reliably extractable","Indiana 86-82, 88-83; full total 166-174; 1H 82-88 volatile","Under 173.5","SETTLED FINAL: Atlanta Dream 108, Indiana Fever 101; quarters ATL 24-34-29-21, IND 29-20-29-23; total 209","L","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ESPN/WNBA final score checked 2026-06-19 AEST","ESPN/WNBA line score: ATL 24-34-29-21, IND 29-20-29-23","Research-only, no odds. Fever home form, 4-game win streak and Atlanta Brionna Jones absence drive Fever +1.5. Prior H2H IND 83-71 and Atlanta last-10 total/H1 bands support full under over full over. 1H options passed because phase pair is volatile/near coinflip. Rank note: Prior H2H 154, ATL last-10 168.2 total avg, and Jones absence offset IND scoring surge. Live carry update: Q2 9:36 ATL 24, IND 29; Fever +1.5 tracking, total pace high early, but no settlement yet. Settled: Atlanta won 108-101; prior H2H/under and Fever home lean were wrong. Over and Dream cover should not have been buried with current high-total paths live.","Indiana surging; Atlanta strong but frontcourt availability weakened","Last 10 completed games plus Jun 4 H2H and current injury report","S4 injury/posted starter signal","FALSE","Fever side and full under; avoid 1H extremes","Settled: injury/home signal over-weighted; Atlanta scoring depth and pace won","UNKNOWN at cutoff; ESPN did not expose WNBA crew","ESPN/WNBA checks 2026-06-19 09:28-09:30 AEST","No foul-rate/FT crew adjustment applied","4","WNBA.com JSON/injury PDF blocked; ESPN controls game state/injuries/leaders/line scores; StatMuse opened but script output not reliably parsed","IND beat ATL 83-71 on Jun 4; IND last 10 total avg 174.7/H1 83.6; ATL last 10 total avg 168.2/H1 81.2","ATL without Brionna Jones, Aaliyah Nye and Amy Okonkwo; IND only Hall/Pissott coach-decision outs; ESPN starters ATL Hillmon/Reese/Gray/Canada/Howard, IND Billings/Boston/Mitchell/Hull/Clark","Clark/Mitchell/Boston home offense vs Atlanta turnover/wing pressure; Jones absence lowers ATL interior depth and full-game scoring/rebounding stability","WNBA #4 acceptable historically but 1H pair volatile; bottom Dream -1.5 is structural side fade rather than exact complement","Late Clark/Mitchell/Boston scratch flips side; fast Q1 with both teams over 45 raises 1H/full over; Atlanta offensive rebounding without Jones failing supports under/Fever"
"WNBA-20260619-ATL-IND","2026-06-19","Basketball/WNBA","Atlanta Dream @ Indiana Fever","WNBA regular season","WNBA","WNBA 10-minute quarters / regular season","Full-game spread and total include OT; 1H total grades Q1+Q2 regulation only","Dream -1.5, Fever +1.5, full total 173.5, 1H total 85.5","3","Combined Total Over 173.5 points","40-49","0.43","ESPN scoreboard/summary, last-10 completed line scores, injury and posted-starter model; StatMuse opened but not reliably extractable","Indiana 86-82, 88-83; full total 166-174; 1H 82-88 volatile","Over 173.5","SETTLED FINAL: Atlanta Dream 108, Indiana Fever 101; quarters ATL 24-34-29-21, IND 29-20-29-23; total 209","W","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ESPN/WNBA final score checked 2026-06-19 AEST","ESPN/WNBA line score: ATL 24-34-29-21, IND 29-20-29-23","Research-only, no odds. Fever home form, 4-game win streak and Atlanta Brionna Jones absence drive Fever +1.5. Prior H2H IND 83-71 and Atlanta last-10 total/H1 bands support full under over full over. 1H options passed because phase pair is volatile/near coinflip. Rank note: Live if Indiana pace/shot-making repeats recent 204/220 totals, but weaker than under. Live carry update: Q2 9:36 ATL 24, IND 29; Fever +1.5 tracking, total pace high early, but no settlement yet. Settled: Atlanta won 108-101; prior H2H/under and Fever home lean were wrong. Over and Dream cover should not have been buried with current high-total paths live.","Indiana surging; Atlanta strong but frontcourt availability weakened","Last 10 completed games plus Jun 4 H2H and current injury report","S4 injury/posted starter signal","FALSE","Fever side and full under; avoid 1H extremes","Settled: injury/home signal over-weighted; Atlanta scoring depth and pace won","UNKNOWN at cutoff; ESPN did not expose WNBA crew","ESPN/WNBA checks 2026-06-19 09:28-09:30 AEST","No foul-rate/FT crew adjustment applied","4","WNBA.com JSON/injury PDF blocked; ESPN controls game state/injuries/leaders/line scores; StatMuse opened but script output not reliably parsed","IND beat ATL 83-71 on Jun 4; IND last 10 total avg 174.7/H1 83.6; ATL last 10 total avg 168.2/H1 81.2","ATL without Brionna Jones, Aaliyah Nye and Amy Okonkwo; IND only Hall/Pissott coach-decision outs; ESPN starters ATL Hillmon/Reese/Gray/Canada/Howard, IND Billings/Boston/Mitchell/Hull/Clark","Clark/Mitchell/Boston home offense vs Atlanta turnover/wing pressure; Jones absence lowers ATL interior depth and full-game scoring/rebounding stability","WNBA #4 acceptable historically but 1H pair volatile; bottom Dream -1.5 is structural side fade rather than exact complement","Late Clark/Mitchell/Boston scratch flips side; fast Q1 with both teams over 45 raises 1H/full over; Atlanta offensive rebounding without Jones failing supports under/Fever"
"WNBA-20260619-ATL-IND","2026-06-19","Basketball/WNBA","Atlanta Dream @ Indiana Fever","WNBA regular season","WNBA","WNBA 10-minute quarters / regular season","Full-game spread and total include OT; 1H total grades Q1+Q2 regulation only","Dream -1.5, Fever +1.5, full total 173.5, 1H total 85.5","4","Dream -1.5","30-39","0.37","ESPN scoreboard/summary, last-10 completed line scores, injury and posted-starter model; StatMuse opened but not reliably extractable","Indiana 86-82, 88-83; full total 166-174; 1H 82-88 volatile","ATL -1.5","SETTLED FINAL: Atlanta Dream 108, Indiana Fever 101; quarters ATL 24-34-29-21, IND 29-20-29-23; total 209","W","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ESPN/WNBA final score checked 2026-06-19 AEST","ESPN/WNBA line score: ATL 24-34-29-21, IND 29-20-29-23","Research-only, no odds. Fever home form, 4-game win streak and Atlanta Brionna Jones absence drive Fever +1.5. Prior H2H IND 83-71 and Atlanta last-10 total/H1 bands support full under over full over. 1H options passed because phase pair is volatile/near coinflip. Rank note: Least likely selected outcome: needs ATL road win by 2+ despite Fever home form and Jones out. Live carry update: Q2 9:36 ATL 24, IND 29; Fever +1.5 tracking, total pace high early, but no settlement yet. Settled: Atlanta won 108-101; prior H2H/under and Fever home lean were wrong. Over and Dream cover should not have been buried with current high-total paths live.","Indiana surging; Atlanta strong but frontcourt availability weakened","Last 10 completed games plus Jun 4 H2H and current injury report","S4 injury/posted starter signal","FALSE","Fever side and full under; avoid 1H extremes","Settled: injury/home signal over-weighted; Atlanta scoring depth and pace won","UNKNOWN at cutoff; ESPN did not expose WNBA crew","ESPN/WNBA checks 2026-06-19 09:28-09:30 AEST","No foul-rate/FT crew adjustment applied","4","WNBA.com JSON/injury PDF blocked; ESPN controls game state/injuries/leaders/line scores; StatMuse opened but script output not reliably parsed","IND beat ATL 83-71 on Jun 4; IND last 10 total avg 174.7/H1 83.6; ATL last 10 total avg 168.2/H1 81.2","ATL without Brionna Jones, Aaliyah Nye and Amy Okonkwo; IND only Hall/Pissott coach-decision outs; ESPN starters ATL Hillmon/Reese/Gray/Canada/Howard, IND Billings/Boston/Mitchell/Hull/Clark","Clark/Mitchell/Boston home offense vs Atlanta turnover/wing pressure; Jones absence lowers ATL interior depth and full-game scoring/rebounding stability","WNBA #4 acceptable historically but 1H pair volatile; bottom Dream -1.5 is structural side fade rather than exact complement","Late Clark/Mitchell/Boston scratch flips side; fast Q1 with both teams over 45 raises 1H/full over; Atlanta offensive rebounding without Jones failing supports under/Fever"
"CRICKET-MLC-20260619-TSK-SOR","2026-06-19","Cricket/MLC","Texas Super Kings vs Seattle Orcas","Major League Cricket 2026","Major League Cricket / ICC-sanctioned T20 league","MLC T20 playing conditions / MCC Laws and tournament regulations","Seattle first innings 20 overs unless officially reduced; DLS/reduced-overs sensitivity; official scorecard controls","Seattle 1st innings total 183.5 plus self-selected side/ceiling outcomes","1","Texas Super Kings to win / chase successfully","50-59","0.58","Qualitative Cricbuzz toss/XI/captain comments, CricketWorld ground/form stats, MLCt20 pitch preview, Open-Meteo weather model","Seattle 165-192 broad band; 184+ live if PP 50+/1 or better; 200+ tail; Texas chase/win lean","TSK win","SETTLED FINAL: Seattle Orcas 220/2 (20), Texas Super Kings 221/4 (18.3); Texas won by 6 wickets; 441 total runs","W","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Cricbuzz final scorecard checked 2026-06-19 19:25 AEST","Cricbuzz innings score: SOR 220/2 in 20, TSK 221/4 in 18.3","Research-only, no odds. Top overall pick but below hard 60% edge: Texas chose chase, have stronger 2025 profile and recent H2H edge, and Seattle need to convert a batting wicket into a large first innings. Settled: Texas winner/chase was correct, but the Seattle innings ceiling was badly under-ranked. Actual belter/short-boundary pitch report should have kept Over 183.5 and Seattle 200+ above the bottom slot.","TSK stronger 2025, Seattle reshaped/volatile; opener sample not yet available","2025 MLC season plus confirmed 2026 opener XI/toss","S3 captain/toss comments","TRUE","Faf good pitch/chase preference supports Texas chase and keeps Seattle over live; Stoinis good practice report supports Seattle competence but not 184+ certainty","Settled: Faf/chase signal validated for side, but pitch-report batting signal was under-weighted for innings ceiling","Leslie Reifer, Rushane Samuels; 3rd umpire Paul Wilson; referee Jeff Crowe","Cricbuzz match facts opened 2026-06-19 10:15-10:20 AEST","Named for audit; no umpire run-rate adjustment applied","4","Cricbuzz controls toss/XI/officials/pitch report; MLCt20 pitch preview broadly agrees batting-friendly; CricketWorld ground/form contextual and odds ignored","Grand Prairie MLC first-innings average range cited 170-180; 183.5 is above that range but actual pitch report is batting-friendly","Seattle play batting core Seifert/Jahangir/Breetzke/Hetmyer/Stoinis/Shanaka but bench Ngidi/Tanveer; Texas bench Akeal/Keshav but play Milne/Burger/Mohsin/Mulder","Seattle top/middle power vs Texas pace/new-ball/hard-length attack; chase preference favours Texas side more than Seattle 184+","Season opener, reshaped Seattle lineup, hot batting wicket and exact 183.5 complement make this a low-edge forced ranking rather than a confident under card","Seattle PP 50+/1 or better and 8+ wickets at 10 overs pushes over/200+; early 2 wickets or PP below 45 supports under/Texas chase; Texas early chase wickets threaten winner pick"
"CRICKET-MLC-20260619-TSK-SOR","2026-06-19","Cricket/MLC","Texas Super Kings vs Seattle Orcas","Major League Cricket 2026","Major League Cricket / ICC-sanctioned T20 league","MLC T20 playing conditions / MCC Laws and tournament regulations","Seattle first innings 20 overs unless officially reduced; DLS/reduced-overs sensitivity; official scorecard controls","Seattle 1st innings total 183.5 plus self-selected side/ceiling outcomes","2","Seattle Orcas 1st innings 20 overs Under 183.5 runs","50-59","0.55","Qualitative Cricbuzz toss/XI/captain comments, CricketWorld ground/form stats, MLCt20 pitch preview, Open-Meteo weather model","Seattle 165-192 broad band; 184+ live if PP 50+/1 or better; 200+ tail; Texas chase/win lean","Under 183.5","SETTLED FINAL: Seattle Orcas 220/2 (20), Texas Super Kings 221/4 (18.3); Texas won by 6 wickets; 441 total runs","L","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Cricbuzz final scorecard checked 2026-06-19 19:25 AEST","Cricbuzz innings score: SOR 220/2 in 20, TSK 221/4 in 18.3","Research-only, no odds. Low-edge lean only after actual pitch report: 183.5 is above cited 170-180 Grand Prairie MLC first-innings range, but batting wicket/belter report and short 60m side boundary keep over live. Settled: Texas winner/chase was correct, but the Seattle innings ceiling was badly under-ranked. Actual belter/short-boundary pitch report should have kept Over 183.5 and Seattle 200+ above the bottom slot.","TSK stronger 2025, Seattle reshaped/volatile; opener sample not yet available","2025 MLC season plus confirmed 2026 opener XI/toss","S3 captain/toss comments","TRUE","Faf good pitch/chase preference supports Texas chase and keeps Seattle over live; Stoinis good practice report supports Seattle competence but not 184+ certainty","Settled: Faf/chase signal validated for side, but pitch-report batting signal was under-weighted for innings ceiling","Leslie Reifer, Rushane Samuels; 3rd umpire Paul Wilson; referee Jeff Crowe","Cricbuzz match facts opened 2026-06-19 10:15-10:20 AEST","Named for audit; no umpire run-rate adjustment applied","4","Cricbuzz controls toss/XI/officials/pitch report; MLCt20 pitch preview broadly agrees batting-friendly; CricketWorld ground/form contextual and odds ignored","Grand Prairie MLC first-innings average range cited 170-180; 183.5 is above that range but actual pitch report is batting-friendly","Seattle play batting core Seifert/Jahangir/Breetzke/Hetmyer/Stoinis/Shanaka but bench Ngidi/Tanveer; Texas bench Akeal/Keshav but play Milne/Burger/Mohsin/Mulder","Seattle top/middle power vs Texas pace/new-ball/hard-length attack; chase preference favours Texas side more than Seattle 184+","Season opener, reshaped Seattle lineup, hot batting wicket and exact 183.5 complement make this a low-edge forced ranking rather than a confident under card","Seattle PP 50+/1 or better and 8+ wickets at 10 overs pushes over/200+; early 2 wickets or PP below 45 supports under/Texas chase; Texas early chase wickets threaten winner pick"
"CRICKET-MLC-20260619-TSK-SOR","2026-06-19","Cricket/MLC","Texas Super Kings vs Seattle Orcas","Major League Cricket 2026","Major League Cricket / ICC-sanctioned T20 league","MLC T20 playing conditions / MCC Laws and tournament regulations","Seattle first innings 20 overs unless officially reduced; DLS/reduced-overs sensitivity; official scorecard controls","Seattle 1st innings total 183.5 plus self-selected side/ceiling outcomes","3","Seattle Orcas 1st innings 20 overs Over 183.5 runs","40-49","0.45","Qualitative Cricbuzz toss/XI/captain comments, CricketWorld ground/form stats, MLCt20 pitch preview, Open-Meteo weather model","Seattle 165-192 broad band; 184+ live if PP 50+/1 or better; 200+ tail; Texas chase/win lean","Over 183.5","SETTLED FINAL: Seattle Orcas 220/2 (20), Texas Super Kings 221/4 (18.3); Texas won by 6 wickets; 441 total runs","W","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Cricbuzz final scorecard checked 2026-06-19 19:25 AEST","Cricbuzz innings score: SOR 220/2 in 20, TSK 221/4 in 18.3","Research-only, no odds. Forced complement and very live on actual pitch report; needs clean PP plus wickets in hand for Hetmyer/Stoinis/Shanaka. Settled: Texas winner/chase was correct, but the Seattle innings ceiling was badly under-ranked. Actual belter/short-boundary pitch report should have kept Over 183.5 and Seattle 200+ above the bottom slot.","TSK stronger 2025, Seattle reshaped/volatile; opener sample not yet available","2025 MLC season plus confirmed 2026 opener XI/toss","S3 captain/toss comments","TRUE","Faf good pitch/chase preference supports Texas chase and keeps Seattle over live; Stoinis good practice report supports Seattle competence but not 184+ certainty","Settled: Faf/chase signal validated for side, but pitch-report batting signal was under-weighted for innings ceiling","Leslie Reifer, Rushane Samuels; 3rd umpire Paul Wilson; referee Jeff Crowe","Cricbuzz match facts opened 2026-06-19 10:15-10:20 AEST","Named for audit; no umpire run-rate adjustment applied","4","Cricbuzz controls toss/XI/officials/pitch report; MLCt20 pitch preview broadly agrees batting-friendly; CricketWorld ground/form contextual and odds ignored","Grand Prairie MLC first-innings average range cited 170-180; 183.5 is above that range but actual pitch report is batting-friendly","Seattle play batting core Seifert/Jahangir/Breetzke/Hetmyer/Stoinis/Shanaka but bench Ngidi/Tanveer; Texas bench Akeal/Keshav but play Milne/Burger/Mohsin/Mulder","Seattle top/middle power vs Texas pace/new-ball/hard-length attack; chase preference favours Texas side more than Seattle 184+","Season opener, reshaped Seattle lineup, hot batting wicket and exact 183.5 complement make this a low-edge forced ranking rather than a confident under card","Seattle PP 50+/1 or better and 8+ wickets at 10 overs pushes over/200+; early 2 wickets or PP below 45 supports under/Texas chase; Texas early chase wickets threaten winner pick"
