file,line,date,sport,match,market_group,ranked_picks,result,card_outcome,parsed_wins,parsed_losses,cell_count
PREDICTION_RESULTS_LOG_v2.md,519,2026-06-17,Cricket/Australia tour of Bangladesh 1st T20I,"Bangladesh vs Australia @ Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram (Jun 17 14:00 local = 18:00 AEST; cutoff 17:56 AEST, toss/teams confirmed, Bangladesh bat first)","Self-selected best four-leg parlay; men's T20I, DLS/reduced-overs sensitive","1. Australia to take Over 4.5 Bangladesh wickets / Bangladesh to lose 5+ wickets (~72%); 2. Bangladesh 1st innings Under 174.5 runs (~67% if full 20 overs); 3. Bangladesh first 6 overs Under 56.5 runs (~63%); 4. Australia to win match (~58%, weakest parlay leg); potential winner: Australia slight, chase-dependent","SETTLED FINAL/PHASE: Bangladesh 131 all out (19.0), mandatory powerplay 52/2; Australia 133/6 (18.2) won by 4 wickets.","Listed 4-0, no penalty via top-half sweep exemption. #1 Australia 5+ wickets WON; #2 Bangladesh Under 174.5 WON; #3 Bangladesh first-six Under 56.5 WON; #4 Australia win WON. Potential winner Australia WON.",4,0,8
PREDICTION_RESULTS_LOG_v2.md,521,2026-06-17,KBO Baseball,LG Twins @ KIA Tigers @ Gwangju Kia Champions Field (Jun 17 18:30 KST = 19:30 AEST; cutoff pre-first-pitch),"LG +1.5, KIA +0.5, full total 10.5; KBO regular season, extra innings/tie rules per KBO, full-game run line/total settlement","1. Twins +1.5 (~64%); 2. Combined Final Total Under 10.5 runs (~57%); 3. Tigers +0.5 (~52%); 4. Combined Final Total Over 10.5 runs (~43%, forced bottom but live); potential winner: KIA Tigers narrowly, about 5-4 / 6-5 with LG +1.5 live","SETTLED FINAL: KIA Tigers 5, LG Twins 4 at Gwangju Kia Champions Field; total 9.","Listed 3-1, no penalties. #1 Twins +1.5 WON; #2 Under 10.5 WON; #3 Tigers +0.5 WON; #4 Over 10.5 LOST. Potential winner KIA WON.",3,1,8
PREDICTION_RESULTS_LOG_v2.md,525,2026-06-17,Cricket/ICC Women's T20 World Cup Group A,"India Women vs Netherlands Women @ Headingley, Leeds (Jun 17 14:30 local = 23:30 AEST; cutoff after toss/pre-first ball)","Self-selected best four-leg parlay; India bat first after Netherlands won toss and chose to bowl; WT20I, DLS/reduced-overs sensitive","1. India Women to win (~86%); 2. India Women to take Over 4.5 wickets / Netherlands to lose 5+ wickets (~80%); 3. Netherlands Women team total Under 149.5 runs (~76% if full 20 overs); 4. India Women 1st innings Under 184.5 runs (~69%, weakest parlay leg); potential winner: India Women","SETTLED FINAL: India Women 209/5 (20), Netherlands Women 114 all out (17.3); India won by 95 runs.","Listed 3-1, no penalties. #1 India Women WON; #2 India over 4.5 wickets / Netherlands 5+ wickets WON; #3 Netherlands TT Under 149.5 WON; #4 India innings Under 184.5 LOST. Potential winner India WON.",3,1,8
PREDICTION_RESULTS_LOG_v2.md,527,2026-06-18,Cricket/ICC Women's T20 World Cup Group A,"India Women vs Netherlands Women @ Headingley, Leeds - first-six follow-up","India first-six-over 55.0 phase lean; WT20I, DLS/reduced-overs sensitive",1. India first 6 overs Under 55.0 lean (~55%); opposite Over 55.0 noted as live but not a ranked listed item,SETTLED PHASE: India powerplay 59/0 and innings 209/5 from Cricbuzz.,"Listed 0-1, ADJUSTED 0-2 with top-pick penalty on the single-leg follow-up. Under 55.0 LOST; Over 55.0 would have WON if separately played.",0,1,8
PREDICTION_RESULTS_LOG_v2.md,528,2026-06-18,MLB Regular Season,New York Mets @ Cincinnati Reds @ Great American Ball Park (Jun 17 12:40pm ET = Jun 18 02:40 AEST; warmup/pre-first-pitch cutoff),"Mets +0.5, Reds +1.5, full total 9.0; MLB regular-season full-game rules, extra innings with automatic runner included, push at exactly 9 for totals","1. Reds +1.5 (~64%); 2. Mets +0.5 (~53%); 3. Combined Final Total Over 9.0 runs (~48% win, push at 9 live); 4. Combined Final Total Under 9.0 runs (~40% win, push at 9 live); potential winner: Mets narrowly, about 5-4 / 6-4, with Reds +1.5 the safer side expression","SETTLED FINAL: New York Mets 9, Cincinnati Reds 1. MLB Stats API/CBS/AP confirmed Mets 9-1; total 10.","Listed 2-2, ADJUSTED 2-3 with top-pick penalty. #1 Reds +1.5 LOST; #2 Mets +0.5 WON; #3 Over 9.0 WON; #4 Under 9.0 LOST. Potential winner Mets WON.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,529,2026-06-18,MLB Regular Season,New York Mets @ Cincinnati Reds @ Great American Ball Park (Jun 17 12:40pm ET = Jun 18 02:40 AEST; warmup/pre-first-pitch cutoff),"Self-selected best four-leg parlay; MLB regular season, full game incl. extras","1. Reds +2.5 runs (~76%); 2. Combined Final Total Over 6.5 runs (~70%); 3. Combined Final Total Under 12.5 runs (~66%); 4. Mets team total Over 2.5 runs (~63%, weakest parlay leg); potential winner: Mets narrowly, but parlay is built around a 4-3 to 6-5 middle band rather than a hard winner","SETTLED FINAL: New York Mets 9, Cincinnati Reds 1. MLB Stats API/CBS/AP confirmed Mets 9-1; total 10; Mets team total 9.","Listed 3-1, ADJUSTED 3-3 with top-pick and bottom-pick penalties. #1 Reds +2.5 LOST; #2 Over 6.5 WON; #3 Under 12.5 WON; #4 Mets TT Over 2.5 WON. Potential winner Mets WON.",3,1,8
PREDICTION_RESULTS_LOG_v2.md,530,2026-06-18,Soccer/FIFA World Cup Group K,"Portugal vs DR Congo @ Houston Stadium / NRG Stadium (Jun 17 12:00pm Houston = Jun 18 03:00 AEST; cutoff 02:49-03:00 AEST, pre-match with teams posted)","Self-selected best four-leg parlay; regulation 90 minutes plus stoppage time; group stage, no extra time/penalties","1. Portugal team total Over 0.5 goals (~82%); 2. DR Congo team total Under 1.5 goals (~78%); 3. Portugal or Draw / Portugal double chance (~76%); 4. Combined Final Total Under 4.5 goals (~70%, weakest positive leg); potential winner: Portugal, projected 2-0 / 2-1, with 1-1 the draw-risk branch","SETTLED FINAL: Portugal 1, DR Congo 1. Guardian live report and ESPN final score confirmed 1-1; halftime 1-1 with Neves 6 and Wissa 45+5.","Listed 4-0, no penalty via top-half sweep exemption. #1 Portugal TT Over 0.5 WON; #2 DR Congo TT Under 1.5 WON; #3 Portugal/draw WON; #4 Under 4.5 WON. Potential winner Portugal LOST.",4,0,8
PREDICTION_RESULTS_LOG_v2.md,531,2026-06-18,MLB Regular Season,Tampa Bay Rays @ Los Angeles Dodgers @ UNIQLO Field at Dodger Stadium (Jun 17 12:10pm PT = Jun 18 05:10 AEST; cutoff warmup 05:04 AEST),"Self-selected best four picks; MLB regular season, full game incl. extras where relevant","1. Dodgers +1.5 runs (~74%); 2. Combined Final Total Under 9.5 runs (~68%); 3. Rays team total Under 4.5 runs (~66%); 4. Shohei Ohtani 4+ strikeouts (~62%, weakest positive leg); potential winner: Dodgers narrowly, 4-2 / 3-2, with Rays one-run upset a live branch","SETTLED FINAL: Los Angeles Dodgers 5, Tampa Bay Rays 4. MLB Stats API/CBS/AP confirmed Dodgers 5-4; total 9; Rays team total 4; Ohtani 6.0 IP, 5 strikeouts.","Listed 4-0, no penalty via top-half sweep exemption. #1 Dodgers +1.5 WON; #2 Under 9.5 WON; #3 Rays TT Under 4.5 WON; #4 Ohtani 4+ strikeouts WON. Potential winner Dodgers WON.",4,0,8
PREDICTION_RESULTS_LOG_v2.md,532,2026-06-18,Basketball/WNBA regular season / Commissioner's Cup,New York Liberty @ Chicago Sky @ Wintrust Arena (live card from 10:23 AEST cutoff),Self-selected live ranked outcomes; WNBA 4x10; full-game team/player thresholds,1. Chicago Sky 80+ team points (~78%); 2. Breanna Stewart 12+ points (~68%); 3. New York Liberty to win by 10+ points (~22%); 4. Chicago Sky to hold New York Liberty under 70 points (~18%); potential winner: Chicago Sky,"SETTLED FINAL: New York Liberty 96, Chicago Sky 95. Quarter splits: CHI 32-13-23-27; NYL 27-20-27-22. Stewart scored 17.","Listed 2-2, no penalties via top-half sweep exemption. #1 Sky 80+ WON; #2 Stewart 12+ WON; #3 Liberty by 10+ LOST; #4 Sky hold Liberty under 70 LOST. Potential winner Chicago LOST.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,533,2026-06-18,MLB Regular Season,Baltimore Orioles @ Seattle Mariners @ T-Mobile Park (Jun 17 21:40 ET / 18:40 PT = Jun 18 11:40 AEST; warmup cutoff 11:37 AEST),"User-listed four options; MLB regular season, full game incl. extras","1. Orioles +4.5 runs (~82%); 2. Mariners +0.5 runs (~57%); 3. Combined Total Over 7.5 runs (~54%); 4. Combined Total Under 7.5 runs (~46%, forced bottom); potential winner: Mariners","SETTLED FINAL: Baltimore Orioles 5, Seattle Mariners 3. MLB StatsAPI final line: BAL 5 runs, 10 hits, 2 errors; SEA 3 runs, 7 hits, 0 errors. Inning scoring: BAL 0-0-2-0-0-1-1-0-1; SEA 0-0-0-1-0-0-0-0-2.","Listed 2-2, no top/bottom penalty. #1 Orioles +4.5 WON; #2 Mariners +0.5 LOST; #3 Over 7.5 WON; #4 Under 7.5 LOST. Potential winner Seattle LOST.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,535,2026-06-18,"Basketball/WNBA regular season, Commissioner's Cup","Las Vegas Aces @ Phoenix Mercury @ Mortgage Matchup Center, Phoenix (pregame cutoff 12:01 AEST)",User-listed WNBA side/full-total/first-half-total options; 4x10; full-game spread/total include OT; 1H regulation only,1. Combined 1st Half Total Over 83.5 (~63%); 2. Aces -5.5 (~58%); 3. Mercury +5.5 (~42%); 4. Combined 1st Half Total Under 83.5 (~37% forced complement); potential winner: Las Vegas Aces. Full-game lean outside final four: Over 171.5 slightly over Under.,"SETTLED FINAL: Las Vegas Aces 86, Phoenix Mercury 76. Quarter splits: PHX 28-21-15-12; LVA 24-21-23-18. First half total 94; final total 162. A'ja Wilson 37 points, Jackie Young 20, Kahleah Copper 26.","Listed 2-2, no penalty via top-half sweep exemption. #1 1H Over 83.5 WON; #2 Aces -5.5 WON by 10; #3 Mercury +5.5 LOST; #4 1H Under 83.5 LOST. Potential winner Aces WON. The non-ranked full-game Over 171.5 lean would have LOST, with Under 171.5 winning.",2,2,8
PREDICTION_RESULTS_LOG_v2.md,538,2026-06-18,AFL Round 15,"Fremantle vs Geelong Cats @ Optus Stadium, Perth/Burswood (Jun 18 18:10 AWST = Jun 18 20:10 AEST; live check at 20:14 AEST showed Geelong 6, Fremantle 1 at 3:44 Q1)","User-listed full-game handicap and total; AFL men regular season, four quarters, official final score and quarter splits control settlement","1. Geelong +19.5 (~60%); 2. Combined Total Over 176.5 Points (~56%); 3. Combined Total Under 176.5 Points (~44%, forced complement); 4. Fremantle -19.5 (~40%, least likely among the four); potential winner: Fremantle, projected about 98-82 / 96-80, with Geelong cover live","SETTLED FINAL: Fremantle 99, Geelong Cats 90. Quarter point splits: Fremantle 22-25-42-10; Geelong 32-24-14-20. Combined total 189; Fremantle won by 9.","Listed 3-1, no penalty: #1 Geelong +19.5 WON; #2 Over 176.5 WON; #3 Under 176.5 LOST; #4 Fremantle -19.5 LOST. Potential winner Fremantle WON.",3,1,8
PREDICTION_RESULTS_LOG_v3.md,33,2026-07-16,Cricket/MLC Eliminator,"MI New York vs Washington Freedom, Oakland Coliseum; MI first-innings 20-over Over/Under 183.5 and first-six Over/Under 52.5","PROVISIONAL WATCHLIST: #1 MI first 6 Under 52.5 (~62%); #2 MI 20-over Under 183.5 (~59%); #3 MI 20-over Over 183.5 (~41%, forced complement); #4 MI first 6 Over 52.5 (~38%, forced complement). Potential winner: Washington Freedom (~61%). Working bands: MI PP 44-49, innings 168-178.","NOT A VALIDATED FINAL CARD at 11:55 AEST: Washington elected to field and MI remained 0/0 (0.0), but no match-specific same-day actual pitch report with strip identity/source/timestamp was found.","Previous-game gate completed: LA-Minnesota settled 1-3 and retrospective added. Confirmed toss and XIs were checked in rendered current coverage. MI exceeded 183.5 in only two of ten researched 2026 innings and their last four batting-first totals were 104, 143, 179 and 187; the latest direct meeting produced MI 187/8 but only 42 in the powerplay, with Pooran contributing 86 and the innings receiving 23 extras. Washington won both 2026 meetings and five of their six season wins came in chases. Counterweight: the immediately preceding same-venue qualifier finished 187/3 versus 180/4, so the full Under is not high confidence, especially because the strip is unverified. Generic preview copy was rejected as an actual pitch report. Clear Oakland weather reduces interruption risk but does not resolve surface identity. Exact complementary picks are alternatives, not a four-leg parlay.",,,,6
PREDICTION_RESULTS_LOG_v3.md,34,2026-07-16,Soccer/FIFA World Cup settlement addendum,France vs Spain early-live card,#1 Spain TT Under 2.5 WON; #2 match Under 4.5 WON; #3 corners Under 13.5 WON; #4 Mbappe 1+ SOT LOST. France to advance LOST.,"FINAL: Spain 2-0 France; eight corners (France 7, Spain 1); Mbappe three shots, 0 SOT.",Card 3-1. Broad ceilings worked; star SOT confidence was too high against Spain's elite opponent-SOT suppression. AP and final statistical summaries checked.,,,,6
PREDICTION_RESULTS_LOG_v3.md,35,2026-07-16,Basketball/WNBA regular season,"LA Sparks @ Minnesota Lynx, Target Center; user lines Q1 44.0, 1H 88.5, full 181.5","#1 1H Over 88.5 (~59%); #2 Full Under 181.5 (~55%); #3 Q1 Over 44.0 (~52% win, push live); #4 Full Over 181.5 (~45%, forced complement, not an independent wager). Potential winner: Minnesota Lynx (~70%).","PENDING PREGAME at 02:59 AEST: official ESPN feed scheduled, 0-0.","Previous-card gate completed: France-Spain final and retrospective above. STATMUSE FIRST: Sparks phase results were stale through Jun 27 and some phase queries misparsed, so rejected; official ESPN exact-date scoreboard supplied current L5/L10/L15/L20. LA L5/L10: Q1 46.4/47.1, 1H 95.2/94.1, full 184.8/187.2; Over hit 4/5 and 7/10 Q1, 4/5 and 8/10 1H, 4/5 and 8/10 full. MIN L5/L10: Q1 42.8/42.5, 1H 91.8/86.6, full 181.8/172.6; Over hit 3/5 and 3/10 Q1, 3/5 and 4/10 1H, 2/5 and 3/10 full. Direct 2026 H2H finished MIN 99-83: Q1 42, half 89, full 182, all close to the user lines. Availability from ESPN at 02:58 AEST: Napheesa Collier and Dorka Juhasz out for Minnesota; Kelsey Plum out for LA; Cameron Brink not listed out. Minnesota are on a home back-to-back after a 104-100 win over Phoenix; LA last played Jul 13. Market sanity only: Minnesota -11.5, total 181.5; ESPN predictor MIN 65.7%. Decision: LA's fast recent phase environment supports the two early Overs, but Minnesota's L10/L20 full totals and back-to-back fatigue support second-half regression and the full Under. Because four choices from three exact complementary pairs force one contradiction, #4 is explicitly the least-likely full Over and should not be combined with #2.",,,,6
PREDICTION_RESULTS_LOG_v3.md,135,2026-06-18,AFL Round 15,"Fremantle vs Geelong Cats @ Optus Stadium, Perth/Burswood (Jun 18 18:10 AWST = Jun 18 20:10 AEST; pre-bounce/live check at 20:14 AEST showed Geelong 6, Fremantle 1 at 3:44 Q1)","User-listed full-game handicap and total; AFL men regular season, four quarters, official final score and quarter splits control settlement","1. Geelong +19.5 (~60%); 2. Combined Total Over 176.5 Points (~56%); 3. Combined Total Under 176.5 Points (~44%, forced complement); 4. Fremantle -19.5 (~40%, least likely among the four); potential winner: Fremantle, projected about 98-82 / 96-80, with Geelong cover live","SETTLED FINAL: Fremantle 99, Geelong Cats 90. Quarter point splits: Fremantle 22-25-42-10; Geelong 32-24-14-20. Combined total 189; Fremantle won by 9.","Listed 3-1, no penalty: #1 Geelong +19.5 WON; #2 Over 176.5 WON; #3 Under 176.5 LOST; #4 Fremantle -19.5 LOST. Potential winner Fremantle WON.",3,1,8
PREDICTION_RESULTS_LOG_v3.md,138,2026-06-19,Soccer/FIFA World Cup Group A,"Czechia vs South Africa @ Mercedes-Benz Stadium / Atlanta Stadium, Atlanta (Jun 18 12:00 EDT = Jun 19 02:00 AEST; cutoff 01:55-02:00 AEST, pre-kickoff with teams posted)","Self-selected best four picks; regulation 90 minutes plus stoppage time; group stage, no extra time/penalties","1. South Africa team total Under 2.5 goals (~84%); 2. Combined Final Total Under 4.5 goals (~82%); 3. Czechia team total Over 0.5 goals (~70%); 4. Czechia or Draw / South Africa not to win (~66%, weakest positive leg); potential winner: Czechia narrowly, about 1-0 / 2-1, with 1-1 live","SETTLED FINAL: Czechia 1, South Africa 1. ESPN final stats: Czechia 14 shots/3 on target/38.3% possession; South Africa 17 shots/4 on target/61.7% possession; corners 5-5; South Africa penalty-kick attempt logged.","Listed 4-0, no penalty: #1 South Africa TT Under 2.5 WON; #2 Under 4.5 WON; #3 Czechia TT Over 0.5 WON; #4 Czechia or Draw WON. Potential winner Czechia LOST because the match drew 1-1.",4,0,8
PREDICTION_RESULTS_LOG_v3.md,140,2026-06-19,Cricket/ICC Women's T20 World Cup Group B,"West Indies Women vs Scotland Women @ Headingley, Leeds (Jun 18 18:30 BST = Jun 19 03:30 AEST; cutoff 03:20-03:30 AEST, toss confirmed)","West Indies 1st innings 20-over total 164.5 and first-six/powerplay total 45.5; WT20I, DLS/reduced-overs sensitive","1. West Indies 1st innings 20 overs Over 164.5 runs (~56%); 2. West Indies powerplay Over 45.5 runs (~54%); 3. West Indies powerplay Under 45.5 runs (~46%, forced complement); 4. West Indies 1st innings 20 overs Under 164.5 runs (~44%, forced complement bottom); potential winner: West Indies Women","SETTLED FINAL: West Indies Women 153/6 (20 ov), Scotland Women 146 (20 ov); West Indies won by 7 runs. Cricbuzz scorecard powerplays: West Indies mandatory PP 33 runs (0.1-6.0), Scotland mandatory PP 55.",Listed 2-2 with top-pick miss and bottom-pick win penalty: #1 WI 1st innings Over 164.5 LOST; #2 WI PP Over 45.5 LOST; #3 WI PP Under 45.5 WON; #4 WI 1st innings Under 164.5 WON. Potential winner West Indies WON.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,142,2026-06-19,MLB Regular Season,"Toronto Blue Jays @ Boston Red Sox, Fenway Park (Jun 18 13:35 EDT = Jun 19 03:35 AEST; cutoff 03:29-03:35 AEST, official feed warmup/top 1st 0-0 no outs)","User-listed full-game run line and total: Blue Jays +1.5, Red Sox +0.5, Over/Under 9.5; MLB regular season, extras included, official MLB final controls","1. Blue Jays +1.5 (~62%); 2. Combined Total Under 9.5 runs (~55%); 3. Red Sox +0.5 / Red Sox to win (~52%); 4. Combined Total Over 9.5 runs (~45%, forced bottom, not a true fade); potential winner: Red Sox narrowly, about 5-4 / 4-3, with Toronto +1.5 live","SETTLED FINAL: Toronto Blue Jays 4, Boston Red Sox 3. MLB official line/inning path: TOR 1-1-0-0-0-0-1-0-1; BOS 0-0-0-0-0-0-1-2-0; total 7.","Listed 2-2, no penalty via top-half sweep exemption: #1 Blue Jays +1.5 WON; #2 Under 9.5 WON; #3 Red Sox +0.5 / Red Sox to win LOST; #4 Over 9.5 LOST. Potential winner Red Sox LOST.",2,2,8
PREDICTION_RESULTS_LOG_v3.md,144,2026-06-19,MLB Regular Season,"Minnesota Twins @ Texas Rangers, Globe Life Field (Jun 18 13:35 CDT = Jun 19 04:35 AEST; cutoff 04:31-04:35 AEST, official feed warmup/top 1st 0-0 no outs)","User-listed full-game run line and total: Twins +1.5, Rangers +0.5, Over/Under 7.5; MLB regular season, extras included, official MLB final controls","1. Twins +1.5 (~66%); 2. Combined Total Over 7.5 runs (~58%); 3. Rangers +0.5 / Rangers to win (~43%); 4. Combined Total Under 7.5 runs (~42%, forced complement bottom); potential winner: Twins, about 5-3 / 6-3, with a close Rangers salvage path live","SETTLED FINAL: Minnesota Twins 9, Texas Rangers 3. MLB official inning path: MIN 4-0-0-2-0-1-0-2-0; TEX 0-0-0-0-0-2-0-0-1; total 12.","Listed 2-2, no penalty via top-half sweep exemption: #1 Twins +1.5 WON; #2 Over 7.5 WON; #3 Rangers +0.5 / Rangers to win LOST; #4 Under 7.5 LOST. Potential winner Twins WON.",2,2,8
PREDICTION_RESULTS_LOG_v3.md,146,2026-06-19,Soccer/FIFA World Cup Group B,"Switzerland vs Bosnia-Herzegovina @ Los Angeles Stadium / SoFi Stadium, Inglewood (Jun 18 12:00 PDT = Jun 19 05:00 AEST; cutoff 04:54-05:00 AEST, teams posted pre-kickoff)","Self-selected regulation 90+stoppage outcomes; top two are likely outcomes, bottom two are low-likelihood fade outcomes per user rule","1. Combined Total Under 4.5 goals (~84%); 2. Switzerland team total Over 0.5 goals (~77%); 3. Bosnia-Herzegovina win in regulation (~24%, low-likelihood fade outcome); 4. Bosnia-Herzegovina clean sheet / Switzerland fail to score (~18%, least likely fade outcome); potential winner: Switzerland, about 1-0 / 2-1","SETTLED FINAL: Switzerland 4, Bosnia-Herzegovina 1. ESPN team stats: Switzerland 13 shots/7 on target/62.3% possession; Bosnia 5 shots/3 on target, 1 red card.",Listed 2-2 with top-pick miss: #1 Under 4.5 LOST; #2 Switzerland TT Over 0.5 WON; #3 Bosnia win LOST; #4 Bosnia clean sheet LOST. Potential winner Switzerland WON. Top-pick penalty; no bottom-pick penalty.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,148,2026-06-19,WNBA Regular Season,"Atlanta Dream @ Indiana Fever, Gainbridge Fieldhouse, Indianapolis (Jun 18 19:30 EDT = Jun 19 09:30 AEST; cutoff 09:28-09:30 AEST, pregame; live carry check 10:20 AEST)","User-listed spread, full-game total and 1H total; selected best four from listed set. WNBA 10-minute quarters; full-game spread/total includes OT, 1H total regulation first half only","1. Fever +1.5 (~63%); 2. Combined Total Under 173.5 (~57%); 3. Combined Total Over 173.5 (~43%, lower-probability complement); 4. Dream -1.5 (~37%, least likely among selected); potential winner: Indiana Fever","SETTLED FINAL: Atlanta Dream 108, Indiana Fever 101. Quarter splits: ATL 24-34-29-21; IND 29-20-29-23. First half 107; final total 209.",Listed 2-2 with top-pick miss and bottom-pick win penalty: #1 Fever +1.5 LOST; #2 Under 173.5 LOST; #3 Over 173.5 WON; #4 Dream -1.5 WON. Potential winner Indiana LOST.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,151,2026-06-19,Cricket/Major League Cricket 2026,"Texas Super Kings vs Seattle Orcas @ Grand Prairie Stadium, Dallas (Jun 18 19:30 CDT = Jun 19 10:30 AEST; toss/pre-start cutoff 10:20-10:25 AEST)","Seattle Orcas first innings 20-over total 183.5 plus self-selected side/ceiling outcomes; MLC T20, DLS/reduced-overs sensitive; Seattle bat first after Texas chose to field","1. Texas Super Kings to win/chase successfully (~58%, best overall but below a hard 60% edge); 2. Seattle Orcas 1st innings Under 183.5 runs (~55%, low-edge lean); 3. Seattle Orcas 1st innings Over 183.5 runs (~45%, forced complement and very live on the pitch report); 4. Seattle Orcas 200+ first-innings runs (~28%, least likely ceiling outcome); potential winner: Texas Super Kings","SETTLED FINAL: Seattle Orcas 220/2 (20), Texas Super Kings 221/4 (18.3). Texas won by 6 wickets; total match runs 441.",Listed 3-1 with bottom-pick win penalty: #1 Texas win WON; #2 Seattle Under 183.5 LOST; #3 Seattle Over 183.5 WON; #4 Seattle 200+ WON. Potential winner Texas WON.,3,1,8
PREDICTION_RESULTS_LOG_v3.md,154,2026-06-19,Baseball/KBO Regular Season,"Doosan Bears @ LG Twins, Jamsil Baseball Stadium, Seoul (Jun 19 18:30 KST = Jun 19 19:30 AEST; cutoff 19:25 AEST / 18:25 KST, pregame official 0-0)","User-listed KBO full-game run line and total: LG Twins +1.5, Doosan Bears +0.5, Over/Under 8.5; KBO regular season, tie/extra-inning convention sensitive; 2026 regular-season ties can occur after the 11th inning, official KBO final controls","1. LG Twins +1.5 (~64%); 2. Combined Total Under 8.5 runs (~56%); 3. Doosan Bears +0.5 / Bears avoid loss (~52%, live but narrow); 4. Combined Total Over 8.5 runs (~44%, least likely of listed four but live); potential winner: Doosan Bears narrowly, about 4-3 / 5-4, with LG +1.5 protected","SETTLED FINAL: LG Twins 3, Doosan Bears 2. MyKBO line: Doosan 2-0-0-0-0-0-0-0-0; LG 0-0-1-0-2-0-0-0-X. Total 5. Yi Jung-yong W, Son Ju-young SV, Wes Benjamin L; Song Chan-eui went 4-for-4 with the decisive 5th-inning 2-run HR.",Listed 2-2 with top-half sweep exemption: #1 LG +1.5 WON; #2 Under 8.5 WON; #3 Doosan +0.5 / avoid loss LOST; #4 Over 8.5 LOST. Potential winner Doosan LOST.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,156,2026-06-19,AFL Round 15,"Gold Coast SUNS vs Hawthorn @ People First Stadium, Gold Coast (Jun 19 19:40 AEST; cutoff 19:35 AEST, pre-bounce)","User-listed full-game handicap and total: Suns +3.5, Hawthorn -3.5, Over/Under 175.5; AFL men home-and-away season, four quarters, official AFL final controls","1. Hawthorn -3.5 (~54%, best but no hard edge); 2. Combined Total Over 175.5 Points (~52%); 3. Combined Total Under 175.5 Points (~48%, live complement); 4. Suns +3.5 (~46%, least likely among listed four but not a true fade); potential winner: Hawthorn by about 6-10, projected 91-84 / 92-86","SETTLED FINAL: Hawthorn 113, Gold Coast SUNS 97. ESPN quarter point splits: Gold Coast 19-28-27-23; Hawthorn 41-14-26-32. Combined total 210; Hawthorn won by 16.",Listed 2-2 with top-half sweep: #1 Hawthorn -3.5 WON; #2 Over 175.5 WON; #3 Under 175.5 LOST; #4 Suns +3.5 LOST. Potential winner Hawthorn WON. No bottom-pick penalty because the top half swept.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,158,2026-06-20,Cricket/ICC Women's T20 World Cup Group B,"New Zealand Women vs Ireland Women @ The Rose Bowl / Hampshire Bowl, Southampton (Jun 19 18:30 BST = Jun 20 03:30 AEST; cutoff 03:21 AEST, toss confirmed pre-start)","New Zealand 1st innings 20-over total 170.5 and first-six/powerplay total 48.5; WT20I, full 20-over first innings assumed, reduced-overs/DLS sensitive","1. New Zealand 1st innings 20 overs Under 170.5 runs (~63%); 2. New Zealand 1st innings 6 overs Under 48.5 runs (~53%); 3. New Zealand 1st innings 6 overs Over 48.5 runs (~47%, live forced complement); 4. New Zealand 1st innings 20 overs Over 170.5 runs (~37%, least likely among listed four); potential winner: New Zealand Women","SETTLED FINAL: New Zealand Women 140/6 (20), Ireland Women 136/4 (20); New Zealand won by 4 runs. Cricbuzz powerplays: New Zealand mandatory PP 31, Ireland mandatory PP 35.","Listed 3-1, no penalty: #1 NZ 20-over Under 170.5 WON; #2 NZ 6-over Under 48.5 WON; #3 NZ 6-over Over 48.5 LOST; #4 NZ 20-over Over 170.5 LOST. Potential winner New Zealand WON.",3,1,8
PREDICTION_RESULTS_LOG_v3.md,160,2026-06-20,Soccer/FIFA World Cup Group C,"Scotland vs Morocco @ Boston Stadium / Gillette Stadium, Foxborough (Jun 19 18:00 EDT = Jun 20 08:00 AEST; cutoff 07:58 AEST, confirmed teams pre-kickoff)","Self-selected regulation 90+stoppage outcomes; top two are likely safety outcomes, bottom two are low-likelihood fade outcomes per user rule","1. Scotland team total Under 2.5 goals (~86%); 2. Morocco or Draw / Scotland not to win in regulation (~77%); 3. Scotland win in regulation (~23%, low-likelihood fade outcome); 4. Scotland clean sheet / Morocco fail to score (~20%, least likely fade outcome); potential winner: Morocco lean, three-way approx Morocco 49% / Draw 30% / Scotland 21%, main scores 0-1, 1-1, 1-2","SETTLED FINAL: Morocco 1, Scotland 0. Ismael Saibari scored after about 70 seconds; halftime Scotland 0, Morocco 1.","Listed 4-0, no penalty: #1 Scotland TT Under 2.5 WON; #2 Morocco or Draw WON; #3 Scotland win LOST; #4 Scotland clean sheet LOST. Potential winner Morocco WON.",4,0,8
